,sub-burough,mean_income_08_delta_1,mean_income_08_delta_2,mean_income_08_delta_3,std_income_08_delta_1,std_income_08_delta_2,std_income_08_delta_3,std_mcr_rent_08_delta_1,std_mcr_rent_08_delta_2,std_mcr_rent_08_delta_3,mean_mcr_rent_08_delta_1,mean_mcr_rent_08_delta_2,mean_mcr_rent_08_delta_3,std_value_08_delta_1,std_value_08_delta_2,std_value_08_delta_3,mean_value_08_delta_1,mean_value_08_delta_2,mean_value_08_delta_3,std_down_08_delta_1,std_down_08_delta_2,std_down_08_delta_3,mean_down_08_delta_1,mean_down_08_delta_2,mean_down_08_delta_3,std_rooms_08_delta_1,std_rooms_08_delta_2,std_rooms_08_delta_3,mean_rooms_08_delta_1,mean_rooms_08_delta_2,mean_rooms_08_delta_3,std_brooms_08_delta_1,std_brooms_08_delta_2,std_brooms_08_delta_3,mean_brooms_08_delta_1,mean_brooms_08_delta_2,mean_brooms_08_delta_3,18_delta_1,18_delta_2,18_delta_3,30_x_delta_1,30_x_delta_2,30_x_delta_3,45_delta_1,45_delta_2,45_delta_3,60_delta_1,60_delta_2,60_delta_3,75_delta_1,75_delta_2,75_delta_3,90_delta_1,90_delta_2,90_delta_3,Cuban_delta_1,Cuban_delta_2,Cuban_delta_3,Dom_delta_1,Dom_delta_2,Dom_delta_3,Mex_delta_1,Mex_delta_2,Mex_delta_3,Not Hispanic_delta_1,Not Hispanic_delta_2,Not Hispanic_delta_3,PR_delta_1,PR_delta_2,PR_delta_3,SA_delta_1,SA_delta_2,SA_delta_3,hisp_delta_1,hisp_delta_2,hisp_delta_3,_delta_1,_delta_2,_delta_3,'Hawaiian'_delta_1,'Hawaiian'_delta_2,'Hawaiian'_delta_3,'Kor'_delta_1,'Kor'_delta_2,'Kor'_delta_3,'amind'_delta_1,'amind'_delta_2,'amind'_delta_3,'asian-ind'_delta_1,'asian-ind'_delta_2,'asian-ind'_delta_3,"'asian-ind', 'pac_il'_delta_1","'asian-ind', 'pac_il'_delta_2","'asian-ind', 'pac_il'_delta_3",'black'_delta_1,'black'_delta_2,'black'_delta_3,"'black', 'amind'_delta_1","'black', 'amind'_delta_2","'black', 'amind'_delta_3","'black', 'chinese'_delta_1","'black', 'chinese'_delta_2","'black', 'chinese'_delta_3",'chinese'_delta_1,'chinese'_delta_2,'chinese'_delta_3,"'chinese', 'filip'_delta_1","'chinese', 'filip'_delta_2","'chinese', 'filip'_delta_3","'chinese', 'viet'_delta_1","'chinese', 'viet'_delta_2","'chinese', 'viet'_delta_3",'other_asian'_delta_1,'other_asian'_delta_2,'other_asian'_delta_3,'pac_il'_delta_1,'pac_il'_delta_2,'pac_il'_delta_3,'viet'_delta_1,'viet'_delta_2,'viet'_delta_3,'white'_delta_1,'white'_delta_2,'white'_delta_3,"'white', 'Kor'_delta_1","'white', 'Kor'_delta_2","'white', 'Kor'_delta_3","'white', 'black'_delta_1","'white', 'black'_delta_2","'white', 'black'_delta_3",2004_delta_1,2004_delta_2,2004_delta_3,2005_delta_1,2005_delta_2,2005_delta_3,2006_delta_1,2006_delta_2,2006_delta_3,2007_delta_1,2007_delta_2,2007_delta_3,2008_delta_1,2008_delta_2,2008_delta_3,8_x_delta_1,8_x_delta_2,8_x_delta_3,Excellent_delta_1,Excellent_delta_2,Excellent_delta_3,Fair_delta_1,Fair_delta_2,Fair_delta_3,Good_delta_1,Good_delta_2,Good_delta_3,Poor_delta_1,Poor_delta_2,Poor_delta_3,1_delta_1,1_delta_2,1_delta_3,10_delta_1,10_delta_2,10_delta_3,11_delta_1,11_delta_2,11_delta_3,12_delta_1,12_delta_2,12_delta_3,13_delta_1,13_delta_2,13_delta_3,14_delta_1,14_delta_2,14_delta_3,19_delta_1,19_delta_2,19_delta_3
0,201,-390374.13804713805,431419.16083916085,-129237.73538461537,-1832108.7262695553,1880938.3245750512,-542999.4834888065,-371.2450757954965,803.2038515562572,140.8134665811508,-814.7365853658537,1504.905882352941,780.8987688098496,705031.5908127646,-332877.3118352201,-1422062.7773557873,-1878570.493265993,988950.9405594403,1985873.1030769227,,,-795364.9158878699,,,-2407499.5,0.10159286220834862,-0.07146998342397648,-0.3997675116420365,-0.2575757575757578,-0.21678321678321666,-0.7123076923076925,-0.1845634598391832,0.07590185707525188,-0.1314765763092709,-0.07407407407407396,-0.3076923076923077,-0.17230769230769227,,,,,,0.05076923076923079,-0.04377104377104374,0.13636363636363635,0.07999999999999996,0.1616161616161616,-0.19580419580419578,-0.036923076923076927,0.30808080808080807,-0.24825174825174826,-0.07538461538461538,,,-0.018461538461538463,,,,0.0723905723905724,,,,,-0.018461538461538463,-0.39562289562289565,0.4055944055944056,0.09076923076923071,0.26936026936026936,-0.3006993006993007,-0.11384615384615385,,,,0.0723905723905724,-0.05244755244755245,,0.10774410774410775,-0.1048951048951049,0.9230769230769231,,,,,,,,,,,,0.34153846153846157,,,,,,,,,,,,0.04153846153846154,,,,,,,,,,,,,,,-0.8261538461538461,,,,,,,,,,,,-0.5369230769230768,,,,,,-0.09538461538461539,0.0521885521885522,-0.06643356643356643,-0.09538461538461539,,,-0.6338461538461538,0.01683501683501684,,,,,,0.0521885521885522,,,,,,-0.04545454545454547,,,,,,,,,,,-0.018461538461538463,,,,,,0.10153846153846155,,,,,,,,,
1,202,-271968.62763466046,525224.8571428572,-446881.3125,-1517740.2940470257,1827150.4749165748,-1771874.95557808,1387.5037006943317,219.0142185343998,-647.9477400630105,-118.2440476190477,1394.3249999999998,-44.46190476190441,354385.4095481979,104963.76890059002,-502068.77320342045,-1114564.2693208428,-1184827.8051948054,2037082.1846590908,-4873109.099620203,4560079.30827341,268803.76610864885,-4768713.285714285,2654856.5714285714,2982285.142857143,0.012919900029962461,-0.135525806822282,0.15889945431515762,0.3548009367681497,-0.24675324675324672,-0.46306818181818166,-0.12042021658282609,-0.030888066060901775,0.22711041633315643,-0.02810304449648715,0.006493506493506329,-0.17613636363636354,,,,,,0.1278409090909091,-0.024590163934426257,0.13636363636363635,-0.07386363636363635,0.18735362997658078,-0.10389610389610388,-0.025568181818181823,,-0.05194805194805194,-0.02840909090909091,0.0550351288056206,,,,,,,,,,,,-0.20374707259953162,0.14935064935064934,-0.051136363636363646,0.12646370023419204,-0.0974025974025974,0.07954545454545454,0.0550351288056206,,,,,,0.08899297423887587,0.07792207792207795,0.6363636363636364,,,,,,,,,,,,0.32954545454545453,,,,,,,,,,,,-0.05965909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08313817330210771,0.14935064935064937,,,,,-0.30562060889929743,0.29220779220779225,,-0.05971896955503514,,,-0.2564402810304449,-0.02597402597402597,,-0.1252927400468384,,,0.18149882903981263,,,-0.08548009367681497,,,,,,0.022248243559718966,-0.02597402597402597,0.07954545454545454,0.038641686182669784,,,,,,,,0.28409090909090906,0.038641686182669784,,,,,,,,
2,203,-277788.69651741296,-18870.183333333327,32626.85,-1643911.4981938128,-11394.80900641322,16088.421679920764,-68.43159311876957,274.1382424342416,656.968214950171,-492.86576168929105,307.92948717948707,762.4791666666667,233762.43453987408,351078.0866433941,-987488.6830522325,-331849.8781094523,-1109388.7666666666,1925499.7999999998,-4958616.505486414,6756403.8800238995,-6929645.041414604,-5719943.0,4972499.0,4899999.0,0.6233864517430079,-0.16104983881607282,-0.23825777447447583,0.19983416252072939,0.17777777777777803,-0.75,0.24283049954351466,-0.18451498785903264,0.005144326472710681,-0.22305140961857406,0.06111111111111134,-0.25,,,,-0.016583747927031517,0.02777777777777779,0.15000000000000002,-0.2595356550580431,0.07222222222222219,-0.09999999999999998,0.08374792703150913,-0.07777777777777778,0.0,0.08126036484245439,0.0888888888888889,-0.1,,,,,,,,,,,-0.00555555555555555,0.05,0.12354892205638468,0.005555555555555536,-0.09999999999999998,,,,,,,,,,0.029021558872305175,-0.11111111111111116,0.5,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09999999999999999,0.04063018242122719,-0.00555555555555555,0.0,-0.06384742951907131,0.34444444444444444,,-0.39220563847429524,0.34444444444444444,-0.30000000000000004,0.002487562189054715,,,,,,0.04063018242122719,,,-0.17661691542288557,,,0.12023217247097845,,,0.3034825870646766,,,0.04063018242122719,,,0.09618573797678275,,,,,,,,,,,0.7999999999999999,0.04063018242122719,,,,,
3,204,560965.9914529915,-1064145.2222222222,1841080.3333333333,1102558.530302098,-3231340.854148475,3898196.93267855,57.966784916194854,211.59975502648524,241.77306118825072,-520.7834101382488,1095.4285714285716,361.25,350484.60294828005,684081.2418158767,-110901.76551381126,-188632.46153846104,-1032777.666666667,71666.66666666698,,,,,,,-0.4660994565125145,0.41263888470116195,0.21685611895034662,0.5726495726495724,-0.11111111111111072,0.16666666666666607,-0.17388110219773723,-0.3341945461830308,0.43546952274500905,0.23931623931623935,0.05555555555555536,0.3333333333333335,,,,,,-0.16666666666666666,-0.18803418803418803,0.1111111111111111,0.0,-0.008547008547008572,,,0.09401709401709402,,,0.19658119658119658,0.1111111111111111,0.0,,,,0.23076923076923075,,,,,,-0.23931623931623935,0.4444444444444444,0.0,0.08547008547008544,-0.2777777777777778,0.0,,,,,,,0.051282051282051266,0.16666666666666669,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,-0.01709401709401709,,,,,,,,,0.059829059829059825,0.05555555555555555,,,,,,,,,,,-0.15384615384615385,,,0.6153846153846153,,,,,,,,,,,,,,,,,,,,,,,
4,205,536890.5729166666,-82198.532051282,-757889.3076923077,1108331.7206618981,-107006.93697078992,-2722578.3689354016,-286.14996703667646,-32.25617344795532,276.9840969355047,109.70238095238096,167.91666666666674,182.43333333333317,106698.032533966,-101737.39789680578,-419548.5787250139,88541.65625,235256.38461538497,742307.615384615,,,,-2691999.4545454546,-45000.0,,0.21402992415694544,-0.18649668021938348,0.01678624495110892,-0.03125,-0.1538461538461542,-0.615384615384615,0.7144753477828629,0.11529746688710674,-1.5298217275131718,0.3125,0.0,-1.3076923076923077,,,,0.2708333333333333,-0.17948717948717946,0.0,-0.14583333333333331,0.04487179487179488,-0.15384615384615385,-0.05208333333333334,0.06410256410256412,0.30769230769230765,-0.010416666666666671,,,,,,,,,,,0.0,,,,-0.0625,-0.05769230769230771,-0.07692307692307687,-0.07291666666666667,-0.006410256410256401,0.15384615384615385,,-0.08974358974358973,0.0,,,,0.01041666666666663,0.02564102564102566,0.3076923076923077,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07692307692307693,,,,,,,,,,,,-0.15384615384615385,,,,0.02083333333333333,,,,,,-0.3229166666666667,0.4551282051282051,,0.20833333333333331,-0.17948717948717946,,,,,,,,,,,-0.4791666666666667,,,,,,,,,,,,,,,,,,,,,0.02083333333333333,,,,,
5,206,49720.69655983534,-11513.710526315786,-199769.94444444444,225761.2749082907,-1311094.150007933,-292136.28165307606,-461.48671984249313,3358.9747864886012,-258.00169708045814,-271.23117076808353,4177.388888888889,342.5,237630.0412537423,705281.2505591763,107891.78327087127,-99451.00399042293,-4672835.821428571,927776.916666667,380286.23626989685,-5402850.334305954,-3535.5339059327375,-712522.8769230768,-3950499.2,9872498.0,-0.22532777989250174,0.5932492739328137,-0.16219738733795142,0.054605788213550444,0.7603383458646618,0.2638888888888893,-0.025350908550446194,0.28507757239086473,0.27866864945487047,0.13731255513084384,0.6776315789473684,0.04166666666666652,,,,-0.05032133406141051,,,-0.07098752467761582,-0.0009398496240601295,-0.041666666666666685,0.10501113117990504,0.0968045112781955,0.06944444444444442,0.042088461376905945,0.12969924812030076,-0.02777777777777779,-0.025790733817784683,,,0.039526189776116265,,,0.07539799218717183,,,0.08098458436594279,,,-0.3209140168857899,0.46616541353383456,0.0,0.07388583189818121,,,0.043390599403536775,,,0.007728819254841011,,,-0.015289620699794199,,,,,,,,,-0.007308774730121394,,,-0.007308774730121394,0.1099624060150376,,,,,,,,,,,,,,0.21073633805183348,,,,,,,,,-0.003654387365060697,,,,,,,,,-0.7354979627840552,,,,,,,,,,,,-0.04599487545679842,0.4398496240601504,,-0.06834124417188223,0.06484962406015038,,-0.04385264838072836,0.28477443609022557,,0.1413449825681522,,,-0.34809089763514933,,,-0.08854538581089597,,,0.008358886041920435,,,-0.08300079808459698,,,,,,0.00042004452471961634,,,,,,,,,,0.07236842105263158,0.20833333333333331,,,,0.009451001806191454,,,0.0038644096274205054,,
6,207,-32618.04240362812,-395289.9020408163,21225.0,-63263.26721793227,-1926088.87070353,36680.63646457744,45.99990849401098,-209.57633949237567,195.82623841326722,-55.77763067004366,391.4415841584157,170.73333333333335,-871789.0312662651,1473484.9203614783,199603.70835736953,1328591.0139455786,-2087867.1270408165,-172499.97499999963,-1795440.1749360338,,,-2899578.4857142856,8916943.2,,0.04716930546840059,-0.47207058288319104,-0.08916007323847586,-0.2412698412698413,0.2571428571428571,-1.2000000000000002,-0.0479200208705981,0.1661900165765391,-0.487375781508365,-0.26712018140589566,0.5806122448979592,-0.8500000000000001,,,,-0.025850340136054417,,,0.050793650793650835,0.22499999999999998,-0.22499999999999998,-0.021315192743764172,0.017346938775510218,-0.04999999999999999,-0.0007936507936507908,0.010714285714285718,0.275,-0.006916099773242625,,,,,,-0.007596371882086167,,,,,,0.1682539682539682,-0.03928571428571426,-0.07499999999999996,-0.06632653061224489,,,-0.015192743764172335,,,-0.007709750566893422,0.11683673469387755,0.07500000000000001,0.6149659863945578,,,,,,-0.00782312925170068,,,,,,,,,,,,,,,,,,,,-0.55,-0.21020408163265306,,,,,,,,,,,,,,,0.2409297052154195,,,,,,,,,,,,,,,-0.03820861678004535,,,-0.03356009070294784,,,-0.012811791383219945,0.639795918367347,,0.127437641723356,,,-0.26904761904761904,0.22142857142857142,,0.019160997732426313,,,-0.04126984126984126,,,-0.21111111111111114,,,0.4696145124716553,,,0.0572562358276644,,,0.008390022675736963,,,0.004195011337868482,,,,,,,,,,,,,,
7,208,-308703.71718704305,-297640.31599650346,141897.27272727274,-714441.5286433564,-1631737.116374841,63614.421340124296,-132.07088783923615,515.5838057325523,-337.38192196023294,70.10755495222679,188.32650527622604,1992.4444444444443,-361995.0158083234,596272.3196207038,478497.741084266,354475.23040362727,-449263.50174825266,-1040151.3636363633,770345.1923337281,,,-1092701.2028985512,-3330582.6666666665,0.0,0.2452067405640228,-0.3244850358343394,0.9392190165325001,0.0009140099444282512,0.1774475524475525,1.2424242424242422,0.1604243834519432,0.014801917097564843,0.7101346020586443,-0.005995905235449017,0.37412587412587395,0.8181818181818183,,,,-0.023855659549575914,-0.06774475524475523,0.2424242424242424,-0.12733986545773618,0.20891608391608385,-0.2121212121212121,0.0667044457443697,0.00830419580419578,-0.10606060606060605,0.04379935653699912,-0.08216783216783216,0.07575757575757575,0.04449400409476455,,,,,,0.003016232816613045,,,,,,-0.010712196548698372,0.014860139860139787,0.09090909090909094,0.008043287510968122,,,-0.01800599590523545,,,0.01665326118748172,0.04763986013986014,,0.006105586428780341,-0.06555944055944052,0.36363636363636365,,,,,,,,,,0.0010054109388710152,,,,,,,,,,,,,,,0.005813103246563324,,,,,,,,,,,,,,,,,,,,,,,,,0.35882867132867136,,,,,-0.044402603100321736,0.1577797202797203,,-0.014898362094179579,-0.01966783216783216,,-0.0761735887686458,0.5642482517482518,,0.04772959929804037,,,-0.37542044457443696,0.08610139860139861,,0.028718192453933908,,,-0.1304109388710149,,,0.03672491956712487,,,0.3730805791167008,,,0.05690625914009944,,,0.006818514185434338,,,,,,,,,,,,-0.020802866335185726,,,,,
8,209,15993.568488943507,-299230.13005050505,30977.444444444445,-17524.372531923,-1553486.3908073578,2022.0391025873978,-12.588906670270887,238.47599971244927,86.57747296292564,207.79443892750749,376.1792452830189,221.5,1342444.9617145113,-1400596.3764871042,-3116666.333333333,-2067903.8566748574,2256046.47979798,1038888.777777778,-265996.9787315484,,,-485161.0,,,0.0952872090607142,1.4385883418518521,-0.3510104286109126,0.20280507780507806,-0.2613636363636367,0.6190476190476191,0.025108401033606897,0.9198225530818336,-0.45853731631688444,0.06459868959868964,0.023989898989898784,0.22222222222222232,,,,-0.08763308763308762,0.005050505050505041,0.031746031746031744,-0.07012694512694512,0.3674242424242424,0.04761904761904767,0.032043407043407024,-0.08459595959595961,-0.07936507936507936,0.08671171171171171,,,0.039004914004914,,,,,,-0.009725634725634726,,,0.014434889434889436,,,-0.04842342342342343,0.01388888888888884,0.11111111111111116,0.0563063063063063,0.027777777777777776,,-0.011875511875511877,,,,,,-0.763001638001638,0.2765151515151515,0.6666666666666667,,,,,,,,,,-0.001433251433251433,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6628787878787878,,,,,-0.1583742833742834,,,,,,,,,,,,-0.04463554463554463,0.17676767676767674,-0.07936507936507936,-0.02190827190827191,0.15404040404040403,,-0.07145782145782145,0.26515151515151514,,0.07667895167895168,,,-0.2866502866502867,,,0.13513513513513514,,,0.0036855036855036882,,,-0.2836814086814087,,,0.4352989352989353,,,0.002354627354627355,,,0.0068591318591318595,0.21085858585858586,,-0.0007166257166257165,,,,,,,,,,,,,,
9,210,55456.50859728508,-140356.94329538266,45360.95436664042,226915.03472998668,-569438.7724460198,233254.05728033092,5.4172367920335205,72.84982694159277,-68.51184908038005,60.34756258234529,190.7146059782608,27.032846102150643,-253902.3947324818,-50642.09076261427,-432636.6738543785,577600.406561086,127295.91258697025,655717.3486755835,248477.99901944865,323428.021583423,-4799759.875440724,234878.70843989775,3650211.6732026148,-6580854.222222223,-0.25348479992479556,0.08226236664904385,-0.210999877454918,0.16923076923076952,-0.3198924731182795,-0.2715709415158667,-0.09363446942738451,0.043650203486559236,-0.04044714879820821,0.18710407239819005,-0.2337128399746995,0.009179124049305099,,,,-0.0002262443438914019,-0.025332068311195458,0.03343823760818253,-0.0223981900452489,0.05879190385831756,-0.051403094676108096,0.017420814479638058,0.0005692599620493177,0.0024914765276685125,-0.018099547511312236,-0.008285895003162541,0.0039339103068450065,0.02330316742081448,-0.025743200506008854,0.011539470233412008,0.002036199095022624,,,0.004072398190045248,0.025869702719797598,,-0.0015837104072398203,0.009234661606578116,0.005638604773144509,0.010859728506787403,-0.025996204933586342,0.07998950957251505,-0.008371040723981898,0.005186590765338381,-0.05363231051665354,-0.006334841628959278,-0.004459203036053131,0.0001311303435615023,-0.0006787330316742092,-0.003953194180898165,0.005507474429583006,-0.027601809954751134,0.04443390259329538,0.9408602150537635,,,,-0.0047511312217194575,0.0024351676154332706,0.06779438762129557,,,0.03540519276160503,-0.035520361990950225,0.0024351676154332706,0.08405455022292159,,,,,,,,,,,,0.049305009179124046,0.15610859728506787,,,,,0.002753737214791503,,-0.0034471853257432,0.002753737214791503,-0.016289592760180997,,,-0.0009049773755656111,0.8303921568627451,,,,,-0.8142533936651584,,,,,,,,,,,,-0.054977375565610866,0.23301707779886147,-0.25793338578547076,-0.019909502262443438,0.04819734345351043,,-0.02828054298642535,0.3453194180898166,-0.41660110149488594,0.152262443438914,-0.1568943706514864,-0.0026226068712300026,-0.12262443438914028,0.0033523086654016453,,-0.29343891402714933,-0.08042378241619227,-0.0026226068712300026,0.12714932126696832,-0.20638836179633144,0.02714398111723053,-0.22986425339366515,-0.14168247944339027,,0.5305429864253394,,,-0.0036199095022624445,,,0.02262443438914027,,,0.004977375565610859,,,,-0.015717900063251106,0.005507474429583006,,,0.956726986624705,-0.0009049773755656111,,,0.002036199095022624,,
