201,0.6060389528729251
202,0.596036032622383
203,0.6012419402805338
204,0.6065371783837222
205,0.6136254566953522
206,0.6216776646535452
207,0.6046917583152726
208,0.6119131747515916
209,0.6096929862365287
210,0.6279413186942768
211,0.5997693337894496
212,0.5906681414010935
213,0.6025434742585941
214,0.5826765176509963
215,0.6163320653018319
216,0.6009373465677206
217,0.5946150080320973
218,0.5846141157395395
301,0.60294992690901
302,0.6078371680214777
303,0.5987539703547222
304,0.5961688290534612
305,0.6042662540669915
306,0.6199361832500626
307,0.6063006978657137
308,0.6172277740843312
309,0.6080472820302911
310,0.6069176986487351
401,0.612313857169865
402,0.6197121749237976
403,0.5859014854134209
404,0.6020116738682671
405,0.5890001040658553
406,0.6007939090206376
407,0.5952354720691109
408,0.6113208384549644
409,0.5802390833473324
410,0.5831084634097502
411,0.6105028117391291
412,0.5844223323275799
413,0.5994773755717829
414,0.6046836037286807
501,0.5809059084812196
502,0.604632727117326
503,0.6216003519894217
101,0.599440145789996
102,0.6028842585193324
103,0.6167667359730629
104,0.5960582218452403
105,0.5870167837429723
106,0.6255220936677821
107,0.5850824785279647
108,0.6155407516204862
109,0.5844933818620975
110,0.5851310745632649
