,sub-burough,mean_income_99_delta_1,mean_income_99_delta_2,mean_income_99_delta_3,std_income_99_delta_1,std_income_99_delta_2,std_income_99_delta_3,std_mcr_rent_99_delta_1,std_mcr_rent_99_delta_2,std_mcr_rent_99_delta_3,mean_mcr_rent_99_delta_1,mean_mcr_rent_99_delta_2,mean_mcr_rent_99_delta_3,std_value_99_delta_1,std_value_99_delta_2,std_value_99_delta_3,mean_value_99_delta_1,mean_value_99_delta_2,mean_value_99_delta_3,std_down_99_delta_1,std_down_99_delta_2,std_down_99_delta_3,mean_down_99_delta_1,mean_down_99_delta_2,mean_down_99_delta_3,std_rooms_99_delta_1,std_rooms_99_delta_2,std_rooms_99_delta_3,mean_rooms_99_delta_1,mean_rooms_99_delta_2,mean_rooms_99_delta_3,std_brooms_99_delta_1,std_brooms_99_delta_2,std_brooms_99_delta_3,mean_brooms_99_delta_1,mean_brooms_99_delta_2,mean_brooms_99_delta_3,18_delta_1,18_delta_2,18_delta_3,30_x_delta_1,30_x_delta_2,30_x_delta_3,45_delta_1,45_delta_2,45_delta_3,60_delta_1,60_delta_2,60_delta_3,75_delta_1,75_delta_2,75_delta_3,90_delta_1,90_delta_2,90_delta_3,Cuban_delta_1,Cuban_delta_2,Cuban_delta_3,Dom_delta_1,Dom_delta_2,Dom_delta_3,Mex_delta_1,Mex_delta_2,Mex_delta_3,Not Hispanic_delta_1,Not Hispanic_delta_2,Not Hispanic_delta_3,PR_delta_1,PR_delta_2,PR_delta_3,SA_delta_1,SA_delta_2,SA_delta_3,hisp_delta_1,hisp_delta_2,hisp_delta_3,Kor_delta_1,Kor_delta_2,Kor_delta_3,amind_delta_1,amind_delta_2,amind_delta_3,asian-ind_delta_1,asian-ind_delta_2,asian-ind_delta_3,black_delta_1,black_delta_2,black_delta_3,chinese_delta_1,chinese_delta_2,chinese_delta_3,filip_delta_1,filip_delta_2,filip_delta_3,other_asian_delta_1,other_asian_delta_2,other_asian_delta_3,viet_delta_1,viet_delta_2,viet_delta_3,white_delta_1,white_delta_2,white_delta_3,1995_delta_1,1995_delta_2,1995_delta_3,1996_delta_1,1996_delta_2,1996_delta_3,1997_delta_1,1997_delta_2,1997_delta_3,1998_delta_1,1998_delta_2,1998_delta_3,1999_delta_1,1999_delta_2,1999_delta_3,8_x_delta_1,8_x_delta_2,8_x_delta_3,Excellent_delta_1,Excellent_delta_2,Excellent_delta_3,Fair_delta_1,Fair_delta_2,Fair_delta_3,Good_delta_1,Good_delta_2,Good_delta_3,Poor_delta_1,Poor_delta_2,Poor_delta_3,1_delta_1,1_delta_2,1_delta_3,10_delta_1,10_delta_2,10_delta_3,11_delta_1,11_delta_2,11_delta_3,12_delta_1,12_delta_2,12_delta_3,13_delta_1,13_delta_2,13_delta_3,14_delta_1,14_delta_2,14_delta_3,19_delta_1,19_delta_2,19_delta_3,2_delta_1,2_delta_2,2_delta_3,20_delta_1,20_delta_2,20_delta_3,21_delta_1,21_delta_2,21_delta_3,26_delta_1,26_delta_2,26_delta_3,27_delta_1,27_delta_2,27_delta_3,3_delta_1,3_delta_2,3_delta_3,30_y_delta_1,30_y_delta_2,30_y_delta_3
21,308,290028.8087084149,35462.57748917746,47932.19477621402,1402300.3988933137,284249.396652031,-153551.9572257672,787.6001804665555,-698.5684744219484,876.3186012567828,1079.4217059517534,-608.9142622566268,1201.6075115308586,1988969.7911826246,-25369.551292828284,-110432.63886697171,-2178454.625701774,27681.402185792103,-142225.25090655498,-565182.8416349329,-7257.437565515749,310483.6673954176,181013.07894736854,-596512.9789473685,4077167.4,0.021960250356405808,0.25791815250557426,-0.38277258675593906,-0.7997577876872732,1.2842949400326447,-1.213072144034487,-0.2793421896274133,0.30106274507132436,-0.31612736311064593,-0.6789082801321742,0.9207721240508127,-0.9184987954862434,,,,0.07741169676943313,0.05094031651408701,-0.004577152275897056,-0.008100478008405243,-0.06533248172592437,0.0715988335235197,0.0034567386352699625,-0.007338017174082778,-0.03654114365411437,-0.07921625870199867,-0.030601092896174853,0.03193863319386331,0.006448301305700815,0.05233127528209494,-0.06241917078737161,,,,-0.029562734593051233,0.007437371371797601,-0.0058450614935970585,0.0012591832151679447,0.04380100773543397,-0.04220869785723342,0.06617529113599174,-0.09255553189979415,0.05989603144414857,-0.02019505309422219,0.03443332623660492,-0.023380245974388234,-0.011180263706650411,0.008814136682989141,-0.001445416508178015,-0.011180263706650411,0.0027535306223830814,0.004615189552428045,,,0.02848992012171929,0.8549773828237784,,,,,,,,,,,-0.02294915684037023,,,,,,,,0.040082322049535164,,-0.02958679541881877,,,,,,,,,-0.04796926630521959,,,,,0.00021554456700900206,-0.042178627570498214,0.8461429281101412,-0.8463927982756435,-0.1333851977799878,-0.0009651550635157193,,,,,,,,-0.279209842481794,0.023688879426584347,,,,0.04731837200456447,,0.030714640550706128,0.02870546468872829,0.06917487408167848,0.07891561989922646,-0.03436033979967035,0.09259407782875108,-0.02329146263572493,0.059071890452643605,,0.1026044993258108,-0.16465069101052365,0.09637162747425491,0.017202469661486045,0.2702168124762267,0.008461390394918354,0.12065857639628133,0.10746798529225307,0.1558259279458471,0.37408274785323964,-0.501952580195258,,-0.31712440564899586,0.31402307594776213,0.05638253504860287,-0.05717124405648996,-0.0018765056421960191,,-0.42168760201547084,0.026182325345505263,,0.00977929174650486,-0.00793711170280208,0.09025215745404383,,,,-0.0009651550635157193,,,,
22,309,375488.7920484688,151104.03234759596,22.503243356361054,1612358.080023441,555927.4645255937,-347427.57844259497,713.8376461620423,-621.294046267092,994.2082451144081,841.979842168468,-589.0461323392359,1024.8234617596322,790575.014121715,600867.6057045972,-670009.7752167569,-1238879.4757354707,-1037385.5999269094,832083.412728305,-409253.2503745686,-416896.85591662396,12952.513314364478,329567.37142857164,-2107302.6333333333,4416978.893333333,0.4452832222793075,-0.25541602567080157,0.24741146106204948,-0.625,0.6144067796610169,-0.5487101306310347,0.06607710318719417,-0.07332933330220148,0.09059682862622986,-0.5469013744875815,0.39046264469993286,-0.3820883029922577,,,,-0.020195321919459858,-0.09304255066966931,0.087406211699997,0.07309500843983602,-0.12459997629489153,0.07135383971542161,0.024354955389438132,-0.022796412626921086,0.030430753594595378,-0.06016397395707743,0.12177511753782941,-0.07117448360386214,-0.01709066795273692,0.11866382205365257,-0.11801632140615193,-0.004189775741499879,0.0025581762869898456,-0.002481092876573103,-0.009886665059078856,-0.027567065702658922,0.017277972080231966,-0.02480708946226188,,,0.3132083433807572,0.01449962466911614,-0.010133620303111823,-0.2375210995900651,0.021127177906838927,-0.010283083729411419,-0.026555341210513624,0.004711390304610643,-0.0010761366693570092,-0.010248372317337835,-0.0013432894788826992,-0.00035871222311900305,,,-0.03398798314052552,0.7861405835543767,,,,,,-0.5956414275379792,0.0021532140176207973,,-0.006872437906920666,0.03215005333649401,-0.01802528921172989,,,,-0.006872437906920666,,,,0.02650033582236972,-0.026484919140286372,-0.24156016397395708,,,-0.04135519652761032,,,-0.03098625512418616,0.0021532140176207973,,-0.14468290330359296,,,,,,-0.02143115505184471,0.7991683457785153,-0.7973275939377634,-0.2102724861345551,,,,,,,,,-0.3153484446587895,0.049909130417604995,-0.06038322422503214,,,0.018981855140047223,0.012478900409934893,0.0437260479633361,0.01650076226347412,0.04907161803713528,0.004454584963059539,-0.003945834454309037,0.061429949360983845,-0.07302161115720437,0.11604340417899739,0.07005063901615625,0.10211963178064873,-0.15962693928795624,0.10163973957077405,-0.011536486112757302,0.24715272172899289,0.00024113817217265646,0.12376042037058986,0.13388933727916777,,0.43385287029354824,-0.5332257196663976,,-0.3632314013669946,0.327683615819209,,,,0.42051482999758866,-0.41917545731105055,0.043732998535258416,,0.00955118327999684,-0.0042447613069082,,,,-0.014558717144924044,,,-0.002562093079334459,0.0039014657658725457,-0.00035871222311900305
23,310,245539.96711847011,-11313.686651259311,220705.77563184366,1151332.680272543,263801.5065968151,322510.63246368896,747.3649056933668,-760.6943903669135,1288.4892437521926,1019.134848992856,-732.7549092381403,1418.161969993477,1766320.1870889808,-427699.8386134119,190191.03279510885,-2411144.336264017,1097476.420840432,-1042886.748822256,-578624.001685326,483712.04645462893,-360755.1466214098,-1020773.2898550727,564957.823188406,2084422.3820895525,0.5691533310213772,-0.08657321994282396,0.07330396924276394,-0.3809035062563204,0.5053054201319185,-0.5058170995670999,0.13713764896028813,0.18954106821346417,-0.14221552229350587,-0.3902615730608425,0.38519543177179094,-0.36380347593582885,,,,0.04252637616409824,-0.06785708260935576,0.06599344283167811,-0.04142453926614642,0.03171443512879768,-0.02639578558696204,0.014867251294281014,0.02228445149209668,-0.034353514132925894,-0.011365523070653416,-0.0004554732704667719,-0.005665902724726252,-0.004603565121579403,0.014313669258928123,0.00042175961293608455,-0.01761429671109233,-0.0009615546820965267,0.0006047873694932518,-0.4402442153562857,0.01665851313281263,-0.018414183855360325,-0.01038443542179222,0.03585586801396785,-0.03445696460402342,0.5756644982114016,-0.11872669916833944,0.1252705627705627,-0.09106757429852233,0.03928035223266249,-0.04008307868601986,-0.02810438772583883,0.03612577810017038,-0.04305926916221034,0.011750411302129716,-0.008232257629177281,0.010138146167557932,,,-0.39837184873949577,0.910804039062382,,,,,0.008045263559969443,,,-0.009207091927680162,-0.0032074019289692543,0.06794142951129405,-0.054637764196587724,,,,,,,,0.014465493682417046,-0.014554685510567865,-0.5664347274840384,,,,,,,,,-0.07355893318038428,,,,,,-0.019191583777338386,0.45516118692960406,,-0.10694610055393719,,,,,,-0.28631911007803423,,,-0.41952817230917844,0.02577641323234198,,,,0.01795263559969442,0.0006037462454530351,0.07355893318038428,-0.0031114718614718706,0.02980997086924366,0.06813542738575212,-0.021525655716832195,0.10959503720586238,-0.07990182020614382,0.11077158135981664,,0.03028053779584676,-0.08104946524064172,0.11890027621390728,-0.0019568481249683523,0.11333396995161701,0.036987004362066624,0.18578248620928153,0.1152915711739241,0.13640891733204533,0.3050490055500261,-0.4096240769034887,,-0.3551173265405962,0.29180990578049404,0.03703983215854376,-0.023389395907488314,-0.014554685510567865,,-0.3779331635149041,0.05120002546473135,,0.018235800199058686,,,,,0.0007622296348844581,0.01288820661617099,,-0.0024451722940847962,0.011310919549924933,-0.008602304558186913
24,401,609755.0649985386,-141197.08589107555,321625.70640539087,2333546.567776937,-301014.2151991301,599231.5044142357,226.425307348717,-204.54181340922815,505.60791044831996,58.13548372369087,201.93305369127518,-58.503787878787875,-965637.5921484572,1909805.6711861081,-1880607.5103785018,923105.9421134675,-3331308.4704519436,3246106.9257894214,94828.0839797128,-278635.41075858753,265612.053713372,-2284.333333333023,-487598.9000000004,1555901.7833333332,-0.0008775818883339781,0.42861727546369677,-0.3732759124775282,0.12510148410352961,0.4675489287466612,-0.5653919135892571,0.15900638306004722,0.1584435998496737,-0.1385005808983959,0.29807910888838385,0.03923840157008085,-0.14300831995329122,,,,-0.026507647842042015,-0.1203865234694434,0.06568384177492337,-0.03556814860520252,0.015578149702883959,0.005570962876465746,0.11252557399408958,0.00648748841519925,-0.05769230769230771,0.014248368135615225,0.054503080194079484,0.0035031382279959167,-0.06771019387523138,0.046829853350051784,-0.019753807230088058,-0.007452992563244894,-0.0014992095077141143,0.003539629251204203,0.21638846491085634,,,-0.0011122657746890537,0.003039306547456797,0.0007176567897630506,-0.17926152047543265,0.32519217140053425,-0.3066340680192673,0.019330692040398792,-0.06322575369350705,0.04372840947793509,-0.06723118890656968,-0.004483999345799489,0.00694545808397801,0.019338810768681193,-0.021070708172054732,0.01783194667445142,,,0.3417141049968374,0.4979378430162699,,,,,,-0.09671841002825318,0.0015128386850569702,0.00891597333722571,-0.012843828142759717,0.007550564247941994,-0.005510144504451905,,,,-0.029332965284317867,,,,,-0.0516104704909259,-0.3116292663917124,,,,,,,,,-0.0924398402234274,,,,,0.012455602588429914,,,-0.8192721257237386,-0.07785048549995129,,,,,,,,,-0.5603302698665281,0.06486125497464973,,,,0.004974942830730307,-0.012210567336732373,0.04677533664068037,-0.026565464895635674,0.0699103692397623,-0.007427901651856306,0.020836374251934034,0.021717598155424934,0.01361554816551273,0.06411472777696686,,0.11324483454178706,-0.16500024327348806,0.0748221998506154,0.13438368860055608,0.09718775847808103,0.007290617997596855,0.07695033527776263,-0.0063129470150342926,0.1184197707271133,0.3486070980755601,-0.3326400038923758,,-0.08884860709807556,0.3960127475307741,0.2807537427337382,-0.281619691435425,0.03579769376733324,0.41391712402169323,-0.41564902142506677,0.012455602588429914,0.06388627285422012,-0.06022733467807883,-0.0063616017126453565,,,,-0.013160458545773392,0.006037725562885025,,0.00031663040301367195,0.0015128386850569702,0.003539629251204203
25,402,321471.3594566353,175564.0237821251,118267.09874906926,1752456.5145998057,399346.61346520414,196757.34066595696,55.5589150008297,110.18263608108765,103.27136555566966,-238.9440249813572,175.05320428696416,46.48481750554663,-1488197.2915767971,570836.9713457669,-565793.3998952615,2152274.019174503,-610331.952282317,537953.053209234,-60207.69722471293,436342.2654583659,-385826.50775731355,-1361283.8181818184,2352158.618181818,-1207523.561904762,0.15754831951556225,-0.12657562640618703,0.16018810055007515,-0.07492163009404385,0.547640966628308,-0.7458227848101262,0.21936125486828717,-0.10862495230279057,0.0708054388275251,0.13223615464994776,0.34779439969313364,-0.41364110201042426,,,,-0.06904388714733542,-0.0058688147295742205,0.03934475055845123,0.05086206896551726,-0.013924050632911411,-0.021370067014147454,-0.04811912225705331,0.042117376294591474,-0.052598659717051355,0.027925809822361564,-0.001572688914461079,0.0016083395383469923,0.03837513061650992,-0.020751822017644805,0.0330156366344006,-0.0012800417972831765,,,0.027742946708463948,-0.023705408515535098,0.024988830975428145,-0.009430512016718915,,,0.13996865203761755,-0.024626006904487907,-0.0010424422933730249,0.008411703239289442,0.04975067126965861,-0.03538346984363365,-0.14864158829676072,0.016494054468738015,-0.015174981384959048,-0.01677115987460815,-0.0027617951668584577,0.01720029784065525,,,-0.16445271779597914,,,,,,,,,0.0030826507818317193,,,-0.0016232315711094568,,,,-0.02714211076280042,,,,,,0.1572100313479623,,,-0.05125391849529781,,,-0.04391327063740857,,,-0.07024555903866248,,,,,,,,-0.07448994787788533,,,,,,,,,,-0.5228317659352142,0.0412734944380514,,,,0.0018615040953090106,-0.014211076280041797,0.060260836210203304,0.012002978406552484,0.0731974921630094,0.05109321058688146,-0.05526433358153386,0.04767502612330199,-0.016302263137706177,0.1109903201787044,,0.05554276946682011,-0.0549367088607595,0.0546760710553814,-0.03421557345607979,0.18701414743112435,0.008751306165099268,0.31146912159570384,-0.30412509307520474,,0.31549673954737245,-0.19906180193596426,,0.03352512466436517,0.3828741623231571,0.3109717868338558,-0.33912543153049485,0.021906180193596428,,,,0.10781086729362592,-0.10579209819716148,-0.003976172747580045,,,,0.0017502612330198538,,,,,
26,403,442345.62921890063,-141709.21701910952,442787.77642920375,2040678.7657130056,-380776.6634747095,865821.408926479,158.89689984396574,-227.34281090311413,378.59872673230535,-223.5809040542639,264.52550591063914,-47.08727991376213,-1667483.8541803304,1469726.4420808312,-2513155.423062611,2381916.6505544847,-2007649.4335774574,2589639.7536691055,-4635844.78747833,5145987.897158912,1889364.2626115447,-3004061.0666666664,3756265.9166666665,1246874.75,-0.5292225367557648,0.7491627709793165,-0.3257223485526104,-0.49294840887174507,0.6432486177126786,-1.134696920281415,-0.22393408532930403,0.34239759884636334,-0.09564625907526247,-0.20533992285438774,0.20901639344262302,-0.4173228346456692,,,,-0.0433341369334619,0.009506256668930055,0.021408936308996873,-0.04797492767598843,0.041274614414589184,-0.06960816288496485,0.026699614271938288,0.04811329905907458,-0.012486604854866468,0.005846190935390544,-0.03967407119992239,0.029282952057028383,0.0587632594021215,-0.05922009894267145,0.027465871499790344,,,,-0.10480954676952747,-0.041444368997962944,0.043283790709593255,-0.048095467695274834,,,0.10306171648987461,0.39802599670191097,-0.3010529748870149,0.28248553519768566,-0.28598797167523526,0.22238270512043984,-0.23234088717454196,-0.005019885536909498,-0.007920607557191445,0.0070515911282545835,,,,,-0.4447421143362997,0.3979628736740598,,,,,,,,,,,,,,,,,,,,-0.0019801518892978614,-0.11698408871745414,,,,,,,,,,,,,,,-0.039175506268081,0.04687651566592298,-0.04736057401108885,,,,,,,,,,-0.5326663452266153,0.03732175768745757,-0.017798071099100782,,,-0.006056935190793464,0.00042189006750241106,0.060990396740712,-0.01390765503424498,,0.005892909108545931,0.027442575595210364,0.0545443587270974,0.005432146667960033,0.11403345291897685,,0.05095062566689301,-0.08486698038484836,0.07093780135004821,0.0422931419148317,0.10014909378931183,0.0053640308582449375,0.23212726743622078,-0.19733960769696687,0.11517598842815814,0.37227180133863613,-0.2234077249219587,0.02501205400192864,-0.005019885536909498,0.3700321483483204,0.2734450337512054,,,,,,,-0.027791250363759824,,0.020913693346190934,,,,,,,,-0.0019801518892978614
27,404,639671.1832570557,-474138.3013272311,412118.4798169336,2415149.867519429,-1299203.0131160596,1171436.4227330706,44.37161032072072,121.36394061296735,28.72278738562602,-106.90414041404142,268.52993322588077,-97.28806438250786,-1687601.1227095146,2324994.050136779,-2037304.5510350545,1540828.675438596,-5186297.001403508,4977636.271426392,152978.44871681277,278493.3372681085,259345.0490819821,218695.40909090918,1284629.290909091,996497.7166666668,-0.34257342750214814,0.2841666535478442,-0.3593744634661524,-0.14206712433257085,1.392534960589881,-1.2437935418255788,-0.09591632019280472,-0.01082835108164193,0.044325778816784456,0.1414950419527079,0.4993236714975844,-0.47872870582252736,-0.0020976353928299006,,,-0.02555301296720061,-0.09175692855326721,0.06200864480040681,-0.01926010678871093,0.05499110094075771,-0.05499110094075771,0.020594965675057197,0.04513602847698961,-0.0474243579964404,0.033562166285278416,-0.03169082125603864,0.027114162217137056,-0.0072463768115942,0.025608949911009406,0.013292651919654216,0.0009534706331045008,,,0.41514111365369943,-0.4719247393846936,0.45819476226798883,-0.03260869565217391,,,-0.14397406559877957,0.5370150012712942,-0.5301500127129417,0.049771167048054926,-0.031467073480803465,0.04977370963640987,-0.2925247902364607,0.007963386727688787,-0.012540045766590392,0.0032418001525553013,-0.011838291380625475,0.004973302822273073,,,-0.27756928553267224,,,,,,,,,-0.008756674294431731,,,-0.006468344774980932,-0.041571319603356215,,,-0.03279938977879481,,,,,,-0.31636155606407323,,,-0.07227307398932112,,,-0.06540808543096872,-0.004708873633358759,,-0.07227307398932112,,,,,,-0.05472921434019832,0.4288227815916603,-0.3944978387998983,-0.043668954996186116,0.004312229849987287,,,,,,,,-0.5413806254767354,0.07757945588609204,,,,-0.0008339689804220743,,0.07757945588609204,-0.054696160691584034,0.055301296720061024,0.024815662344266465,-0.027103991863717265,0.053394355453852016,-0.05316043732519704,0.07146707348080346,0.036803966437833714,0.13658784642766336,-0.15489448258326977,0.03299008390541571,0.20285786931095856,0.10835494533435036,0.007437070938215103,0.08162725654716502,-0.0656089499110094,0.10087719298245613,0.3480701754385965,-0.23823035850495802,,-0.052896008136282736,0.31147724383422326,0.33943554538520215,,,0.4145690312738368,,,0.04824561403508772,-0.04818713450292397,0.002420544113907958,,,,,0.011045003813882534,,,,0.002420544113907958
28,405,499679.0411054231,-286740.71522187814,150619.4018922254,2138977.378257886,-1085624.3066913616,741611.3675453588,139.84473527227905,705.5172343646143,-530.1361690506595,140.3861952861953,895.8267079396111,-569.5431357839459,-979911.2474530386,162662.98062285827,-430345.9447174128,2141731.085050392,-492797.1846749224,765861.719621554,20413.675288868137,-70718.5310672978,310515.9512718739,39410.952380952425,3090581.7948717945,-2129883.4139194135,-0.08134106336798341,0.3060906003045565,-0.3249909563053064,-1.0032874740041597,-0.8368937048503611,0.5725764431646785,-0.06522494137943358,0.22807439130467555,-0.2250116725665403,-0.5265157574788035,-0.4592879256965945,0.4129439188262718,,,,0.03790593505039194,0.05629514963880289,-0.019361031125737005,0.08515437529995201,0.027760577915376672,-0.03307280954339775,-0.0024636058230683155,-0.027657378740970073,0.017523652817770463,-0.09234522476403775,-0.050619195046439636,0.04574249280131634,-0.025211966085426335,-0.005779153766769865,-0.013163307280954342,,,,-0.020276755719084945,-0.005314757481940144,0.0014808720691073633,0.006670932650775877,-0.004024767801857586,0.004552310434663375,0.020660694288913706,0.12543859649122813,-0.13846153846153852,-0.06346184610462327,-0.01331269349845201,0.02309063485534074,0.03476243800991841,-0.07770897832817338,0.07681338269573564,0.0005919052951527757,-0.004024767801857586,0.013876319758672699,,,0.09768270944741533,,,,,,0.010064445358563006,,,-0.004771698889345948,,,0.05498423145481969,,,,,,,,,,-0.810446328587426,,,-0.07335626299792034,,,,,-0.0015905662964486493,-0.07539593665013597,,,,,0.01938845468257233,-0.026763717805151174,0.858720330237358,-0.869847799259564,-0.14630459126539752,0.00521155830753354,,,,,,,,-0.4651255799072148,-0.004437564499484001,,,,-0.04675716440422323,0.02468405055191169,0.10041279669762643,-0.046345811051693414,0.05667093265077587,0.08715170278637772,-0.059701083230495,0.0327627579587266,-0.020020639834881324,0.1433429315782257,,0.29091847265221876,-0.3547511312217194,0.10667093265077587,0.12734778121775026,0.07621006444535858,0.01374980003199488,0.029876160990712074,0.09036061977238448,0.10140777475603903,0.19927760577915377,-0.2165638283285342,,-0.1000515995872033,0.41639928698752227,0.09228923372260438,-0.07915376676986584,-0.01738653503359386,0.6548552231642938,,,0.0040393537034074545,,,,,,0.010118381059030554,-0.009236326109391124,,0.002223644216925292,0.0025799793601651187,0.003811874400109695
29,406,323299.5005448997,57855.84576982161,200698.9611177111,1716424.692345296,111694.88781480514,443746.75249729096,35.323803463567,493.41636504725983,-166.47228227413325,-29.659105534105493,122.50005267593758,377.5066895944302,-380838.5346069094,-842816.8150103884,654356.744836445,887930.6034219703,1203236.894969277,-936542.6064993562,-284979.1165575087,518626.0423887521,-292382.2393661272,-1844385.5321637425,2586386.706766917,178564.8961038962,0.03124530044276086,-0.1621308682901017,0.11369650474782311,0.1023321708805578,-0.5438231123714994,0.4516260766260767,0.053289524620597994,-0.0055262696608033846,-0.025117305874122087,0.1524629468177856,-0.14920831856315742,0.20282645282645295,,,,-0.01678291194420227,0.1186045137658041,-0.05114592614592617,0.04195727986050568,-0.06986293276615857,0.05831105831105832,0.03977768090671316,-0.06100082712985938,0.07189882189882191,-0.044245858761987805,-0.0023336878175587994,-0.044636669636669624,-0.02070619006102878,0.014592933947772654,-0.0378056628056628,0.010026155187445509,-0.012835282996573319,-0.0005692505692505689,0.022122929380993896,0.0043719721139076,0.0005321255321255325,0.017436791630340016,-0.009541533735082122,0.022510147510147512,-0.2097863993025284,0.02880184331797242,-0.021718146718146758,0.01068003487358326,0.16628264208909369,-0.12966537966537967,0.12129468177855275,-0.15251683800070898,0.09541134541134541,,-0.02456280278860924,0.0334991584991585,,,-0.03809028809028808,0.6740409764603312,,,,,0.05039105039105039,-0.026373147340889278,0.006956752924494861,0.01265963765963766,,,0.07656420156420156,,,,,,,,,,-0.8002397558849172,,,,,,-0.07301656495204883,0.006587498522982394,-0.011273636273636273,-0.029969485614646907,,,,,,-0.008936355710549262,0.6237888455630392,,-0.16663034001743682,,,-0.21556233653007847,-0.0003692544015124659,0.6078234828234829,,,,-0.3281386224934612,-0.05500413564929694,,,,0.03431590931590931,0.022122929380993896,0.07030603804797353,-0.05188842688842688,0.053073234524847426,0.09006853361692072,-0.04516879516879517,0.07454228421970358,-0.04438437906179841,0.14213939213939214,,0.1922633817795108,-0.20207157707157705,0.06244551002615519,0.0043424317617866,0.24064449064449062,0.017436791630340016,0.1552936311000827,-0.07137907137907137,,0.2742378589152783,-0.31118206118206115,,-0.08178246484698097,0.3777720027720028,0.11214036617262424,-0.09972822876048681,-0.012412137412137411,0.5651700087183958,,,,0.003293749261491197,-0.0005692505692505689,,-0.008433770530544723,0.003093753093753094,,0.003293749261491197,,,,
30,407,176711.86791366906,299576.6624043521,-35343.46597019507,1288264.3567482408,677081.9687946618,28835.110902284738,32.71292440697374,561.5113509254351,-474.6280616476636,34.04429188914321,616.545062032027,-365.15185679671663,-179853.28980760835,-730446.394292241,581355.7459207335,1325713.6910412721,1413069.343900145,-1175568.422964653,103480.62821686827,-112998.54598843772,118406.09553964343,-2091367.8434782606,2365898.618181818,-1061575.5404040404,0.012486407667589905,-0.2992441621210131,0.23752908812127793,-0.30542976145399514,-1.262373846505834,1.1651913918007022,0.05251096900288443,-0.23537838203015604,0.3136296097004396,-0.20397576675501727,-0.7709916872155984,0.7589491473344598,,,,0.029670579326012872,0.07557770038386251,-0.04403370481108995,0.031291177584248375,0.004245366957317531,-0.0027535837952184505,0.03039757667550172,-0.036505071561125674,-0.002257229634706981,-0.06611132146914048,-0.024124869715534986,0.02588132408381294,-0.02524801211662249,-0.01919312606451941,0.023163194157202444,0.0008784551306323368,-0.0036606756997229076,-0.00018908729924246902,0.06983718288527073,-0.06840887713857183,0.08007847122918563,0.02096932979931844,-0.011045580496733355,0.039377430067244173,-0.3735024611889436,0.3403538653176399,-0.43150903482751696,0.006497538811056417,0.01349874164272822,-0.009336185400096904,0.26154486936766375,-0.2916211200650787,0.28352458725787966,0.013775085195001893,0.020883646439738668,0.03805381897254689,,,0.05774253400616897,0.6555547141234381,,,,,-0.010978881312265858,-0.027981825066262782,0.0034700155070290055,0.04644456787643145,,,0.0657551083115686,,,,,,,,0.014070722220809925,,-0.5150624763347217,,,,,,-0.053858386974630815,0.02107430663243257,,-0.013494888299886418,,,,,0.016533320727513384,-0.02648996592199924,0.8514629992119379,-0.8553127622109032,-0.15850814085573645,,,,,,-0.09324498296099962,,,-0.3813025369178341,-0.01900246587182551,,,,0.0272640249595235,0.0023703142748958735,0.10228283804052164,-0.03280664641856837,0.043430518742900416,0.1439230241248697,-0.07747852086460166,0.08571753123816736,-0.02985738617586496,0.08374203765200845,0.05544869367663764,0.23219869334214607,-0.2629967973338691,0.10967057932601287,0.13564837176195438,0.006263516787406775,0.03684967815221507,0.04517375498894171,-0.02813855371851992,,0.234461194295447,-0.18001110887883048,0.08422567209390383,,,0.11046573267701629,-0.13700841446983758,0.01912145313589468,0.595895494131011,-0.6007829778579963,0.0031553943061087015,,-0.021646287210514273,0.0031553943061087015,0.008686103748580084,,,0.00508898144642181,0.0034064621094643723,,,-0.007257798001881181,-0.00018908729924246902
