,sub-burough,mean_income_99_delta_1,mean_income_99_delta_2,mean_income_99_delta_3,std_income_99_delta_1,std_income_99_delta_2,std_income_99_delta_3,std_mcr_rent_99_delta_1,std_mcr_rent_99_delta_2,std_mcr_rent_99_delta_3,mean_mcr_rent_99_delta_1,mean_mcr_rent_99_delta_2,mean_mcr_rent_99_delta_3,std_value_99_delta_1,std_value_99_delta_2,std_value_99_delta_3,mean_value_99_delta_1,mean_value_99_delta_2,mean_value_99_delta_3,std_down_99_delta_1,std_down_99_delta_2,std_down_99_delta_3,mean_down_99_delta_1,mean_down_99_delta_2,mean_down_99_delta_3,std_rooms_99_delta_1,std_rooms_99_delta_2,std_rooms_99_delta_3,mean_rooms_99_delta_1,mean_rooms_99_delta_2,mean_rooms_99_delta_3,std_brooms_99_delta_1,std_brooms_99_delta_2,std_brooms_99_delta_3,mean_brooms_99_delta_1,mean_brooms_99_delta_2,mean_brooms_99_delta_3,18_delta_1,18_delta_2,18_delta_3,30_x_delta_1,30_x_delta_2,30_x_delta_3,45_delta_1,45_delta_2,45_delta_3,60_delta_1,60_delta_2,60_delta_3,75_delta_1,75_delta_2,75_delta_3,90_delta_1,90_delta_2,90_delta_3,Cuban_delta_1,Cuban_delta_2,Cuban_delta_3,Dom_delta_1,Dom_delta_2,Dom_delta_3,Mex_delta_1,Mex_delta_2,Mex_delta_3,Not Hispanic_delta_1,Not Hispanic_delta_2,Not Hispanic_delta_3,PR_delta_1,PR_delta_2,PR_delta_3,SA_delta_1,SA_delta_2,SA_delta_3,hisp_delta_1,hisp_delta_2,hisp_delta_3,Kor_delta_1,Kor_delta_2,Kor_delta_3,amind_delta_1,amind_delta_2,amind_delta_3,asian-ind_delta_1,asian-ind_delta_2,asian-ind_delta_3,black_delta_1,black_delta_2,black_delta_3,chinese_delta_1,chinese_delta_2,chinese_delta_3,filip_delta_1,filip_delta_2,filip_delta_3,other_asian_delta_1,other_asian_delta_2,other_asian_delta_3,viet_delta_1,viet_delta_2,viet_delta_3,white_delta_1,white_delta_2,white_delta_3,1995_delta_1,1995_delta_2,1995_delta_3,1996_delta_1,1996_delta_2,1996_delta_3,1997_delta_1,1997_delta_2,1997_delta_3,1998_delta_1,1998_delta_2,1998_delta_3,1999_delta_1,1999_delta_2,1999_delta_3,8_x_delta_1,8_x_delta_2,8_x_delta_3,Excellent_delta_1,Excellent_delta_2,Excellent_delta_3,Fair_delta_1,Fair_delta_2,Fair_delta_3,Good_delta_1,Good_delta_2,Good_delta_3,Poor_delta_1,Poor_delta_2,Poor_delta_3,1_delta_1,1_delta_2,1_delta_3,10_delta_1,10_delta_2,10_delta_3,11_delta_1,11_delta_2,11_delta_3,12_delta_1,12_delta_2,12_delta_3,13_delta_1,13_delta_2,13_delta_3,14_delta_1,14_delta_2,14_delta_3,19_delta_1,19_delta_2,19_delta_3,2_delta_1,2_delta_2,2_delta_3,20_delta_1,20_delta_2,20_delta_3,21_delta_1,21_delta_2,21_delta_3,26_delta_1,26_delta_2,26_delta_3,27_delta_1,27_delta_2,27_delta_3,3_delta_1,3_delta_2,3_delta_3,30_y_delta_1,30_y_delta_2,30_y_delta_3
10,215,438577.59401207377,-113414.30854041426,88130.21029553626,1996067.5315965465,-259806.1352726014,194799.02743507107,-19.15980575492935,218.97588513243795,-153.20033414808677,98.44424242424236,120.1138028169014,78.64944841462568,-359822.6888303077,-513317.65549677145,546717.6430451712,889539.5275085662,878030.301895977,-1173858.0595632736,665879.0416965233,-740788.9669545982,610288.782364985,1783498.5454545459,-2540544.945454546,3290262.5052631577,-0.008428812445812506,-0.2646779089915583,0.11672600897186203,0.03827704356338657,-0.00598729525153896,0.08517056914846943,-0.13858489323846546,-0.03201845235015799,0.07852009243593971,-0.0573829335943874,0.07802954705868048,0.10369201087433111,,,,0.022450644477076204,0.04687614087180858,-0.04181355783565727,0.0016642192853646431,0.029766106067612652,-0.009208103130755096,-0.02367433512807962,0.035071920558814224,-0.021450495483644638,-0.01638113884809919,-0.07123907805388567,0.05058317986494783,0.015940610213737966,-0.0404750894443498,0.01871437341050601,0.0007015826399086314,,,,0.0729427799547302,-0.07417346312373936,-0.01271006689508892,,,-0.01192690487844672,-0.20135322608124218,0.14925896693852492,-0.017115353238701253,0.13483583615255432,-0.08967815487152503,0.027834883341491274,0.008956604278725626,-0.006103656932386209,,0.0022391510696814065,0.004823292116109795,,,-0.17655003069367708,0.8068689835209659,,,,,,,,,,,0.01987196351837236,,,,,,,,,,-0.8645619187469408,,,,,,-0.07707619513786915,0.0011195755348407032,,0.023152227116984822,,,-0.09189100995268396,,,,,,,,,,,,,,,-0.5615597976831458,0.06853749361111787,,,,-0.023379812330088567,,0.04203275975369338,0.008243444707533104,0.06377875673029858,0.04113223160610412,-0.03348241690783127,0.06748246043400229,-0.03621583469223842,0.08513549066035254,,0.0998125927909071,-0.18772252915899323,0.08510360580845162,0.01798622435320174,0.2609313338595107,0.04986131505955295,0.15820089079270816,-0.034517232307287565,,0.3396208046340692,-0.382373059721126,,-0.18830773724048971,0.36272910637551525,0.0665850872899331,-0.07593642758049991,-0.013399982460755942,0.5866046663403492,-0.5792586462871469,-0.0015259142330965522,0.0007015826399086314,,,0.009512155327133301,-0.007690997152383966,0.003998947645356486,,-0.016501569839608637,,0.0014031652798172627,,
11,216,408049.3656716418,-67564.58333333331,26218.157692307665,1897843.9683793627,-223182.50683603575,126929.95751308976,-10.776716672641953,330.7458317931397,-217.42485945798643,297.5171956971014,117.30900314488406,72.27556685738512,675846.3737091348,-74766.5082943514,-183417.63722762465,-1026946.4073861456,-15963.203754578717,336360.6127289375,459008.9756705109,-377074.16089148074,351345.9898694921,-2842856.571428571,-544118.7532467535,1279797.1818181816,0.5677029073560951,-0.37341778521632074,0.2740926051659949,0.3318982013011862,-0.6066849816849813,0.4143772893772897,0.3036302813509846,-0.2450272080032353,0.2842673470583216,0.1338499808649063,-0.4065934065934067,0.3783882783882786,,,,0.11921163413700726,-0.05906593406593405,0.011630036630036616,-0.1102181400688863,0.1565934065934066,-0.20274725274725275,-0.03932261768082665,-0.05769230769230771,0.05256410256410257,-0.027458859548411776,-0.0027472527472527514,0.061721611721611724,0.05778798316111749,-0.03708791208791208,0.07298534798534799,,,,-0.008515116724071948,0.0173992673992674,-0.019963369963369962,,-0.006868131868131868,0.03635531135531136,0.04381936471488712,-0.03342490842490842,-0.012728937728937684,-0.05319556065824722,0.002289377289377288,-0.015109890109890105,0.019996172981247607,-0.00915750915750916,-0.001098901098901095,,,0.01254578754578755,,,-0.4016483516483516,0.815537696134711,,,,,,,,0.005586080586080587,,,0.055219780219780225,,,,,,,,,,-0.09376195943360122,,,,,,,,,-0.04822043628013778,,,,,,,,-0.47445054945054943,,,,,,,,,,-0.20522388059701496,-0.005952380952380945,,,,0.041849816849816854,,0.05815018315018315,0.00338827838827839,0.05558744737849215,0.05448717948717949,-0.044230769230769226,0.07835820895522387,-0.047619047619047616,0.03351648351648352,,0.09340659340659341,-0.16776556776556778,0.022866437045541525,0.15064102564102566,0.1032051282051282,,0.11721611721611722,0.04945054945054947,,0.2696886446886447,-0.29917582417582417,,-0.1758241758241758,0.34505494505494505,0.13040566398775355,-0.14239926739926742,-0.01401098901098901,,-0.4491758241758242,0.01327838827838828,0.027076157673172598,,,,,,0.02066590126291619,,,,,-0.0021062271062271057
12,217,359989.2418834251,115602.51935312833,-63888.45646206464,1833181.3360574583,285760.3010318226,-185559.8708142226,116.78897163120337,45.4394417323,113.28729517023135,-41.353349875930576,42.8685645063598,149.79627065847546,8319.58893425297,-710154.3344612904,553715.2219110308,-71644.56559711415,1256115.027041357,-1111285.5192601923,145576.09411257878,654366.8145403154,-422917.5384590281,517399.8999999999,2475609.5,1451143.2857142854,0.06058762135690943,-0.044665591650786984,0.035115937680048726,-0.826688184292133,0.2392188052315305,-0.05019800198002011,0.002515622991009936,0.19618674072711317,-0.2131195278669259,-0.5486994494019364,0.2868504772004241,-0.15673656736567354,,,,-0.09198784887032467,0.06283138918345706,-0.028417784177841784,-0.0782545408518448,0.032962177447861396,-0.043042930429304266,-0.03458641858110245,0.02686461647225169,-0.01849518495184954,0.09632301753053604,-0.06804524566984801,0.017775177751777532,0.10850579077273592,-0.05461293743372217,0.06849068490684906,,,,0.01012594139611417,0.028190173206079888,-0.03530285302853029,,,,-0.01857477374849692,-0.10321668434075648,0.09805598055980569,0.034744636415416745,0.08457051961823966,-0.08007830078300783,-0.020441744193405477,-0.00839519264757865,0.0012825128251282509,-0.005854059869628504,-0.0011488158359844467,0.008662586625866258,,,-0.6439564395643956,0.8274792734637048,,,,,,,,,,,0.008662586625866258,,,,,,,,,,0.04468071641035378,,,,,,,,,-0.10489842415037022,,,,,,,,-0.1803618036180362,,,,,,,-0.25476235681285997,,,-0.46585659135497753,0.04648285613290915,,,,-0.010125101251012514,,0.07087310003534819,-0.04108541085410855,0.01151825833807987,0.0929657122658183,-0.048150481504815046,0.08983608632365041,-0.06981265464828562,0.05310053100531006,,0.08722163308589607,-0.11553865538655386,0.05350927156509081,-0.00044185224460939476,0.2306948069480695,0.0680969558888678,0.18363379285966774,-0.11587615876158763,0.11882159357002722,0.34022622834924005,-0.3785437854378544,,-0.0526687875574408,0.3977139771397714,0.1434402885893298,-0.1460763520678685,0.012352623526235262,,-0.6025980911983033,0.004972549725497254,,-0.0022976316719688934,,0.0028795645845199674,,,0.0028795645845199674,,,-0.0014872476425542682,,
13,218,345098.881074789,114448.17131776747,64337.54177115264,1799276.997325044,273265.1383180008,82725.01414110372,-33.90780156240248,110.99001493567937,-44.58726701755012,3.275724275724201,29.91314285714293,206.79116157205237,-1255263.1747863432,-286403.03994735423,458364.2607458597,3420274.1200504415,292302.8050935557,-613112.7736370396,798233.1896078382,-1614446.7718303865,449519.5715891076,2948454.708333333,-5029415.666666666,5607378.424242424,0.1719777730719716,-0.6176857381657992,0.6422800792296648,-1.102667572024444,0.2568766991843914,-0.3279232841088513,0.28302187503942244,-0.3282055953321904,0.2632588598869906,-0.5538461538461537,0.22817047817047786,-0.36642054425559567,,,,0.07187894073139976,0.07588357588357589,-0.08196340670567476,-0.024735667863032273,0.05209499440268667,-0.034851862171449755,-0.005141138810747903,-0.012913801375339817,0.025378471254759893,-0.04159472305752254,-0.05417399648168879,0.046182780718863184,-0.00040741100009700215,-0.060890772429233964,0.045254016903501434,,,,0.005276942477446891,0.09627378858148089,-0.10123525587443113,,0.0185510954741724,-0.012816940651992202,-0.09746823164225438,-0.4010474972013433,0.3821166527352094,0.03030361819769134,0.2170158324004478,-0.22903315686820844,0.015830827432340672,0.03882136574444267,-0.026214358688585494,0.013832573479483945,0.023628658244042863,-0.006060183895235445,,,-0.013304541655057123,,,,,,,,,,,,0.038381164669824455,,,,,,,,,,-0.07232515277912505,,,,,,,,,,,,,,,-0.020312348433407703,0.5278666240204701,-0.5200380793164299,-0.10883693859734213,,,,,,-0.12195169269570277,,,-0.5178775826947328,-0.0051175435790820345,,,,0.01502275471347636,,0.1021909483447945,-0.018761029070307425,0.06444854011058299,0.043858947705101556,-0.03239063806074116,0.07892133087593364,-0.03470334239565008,0.04903872945110058,,-0.014433072125379809,-0.026214358688585494,0.0874769618779707,-0.08032144570606109,0.2752623757778397,-0.001280434571733437,0.2787062210139133,-0.2115027398532553,,0.44586598432752284,-0.3446642518807468,,-0.07360466975851591,0.3449196619299712,0.2295663982927539,-0.2586758355989125,-0.0032042351629980505,0.4109224949073625,,,,,,,,,,,-0.010077087396675026,0.008555631002037056,-0.0050775627698704615,0.00011609547692021868
14,301,302480.19685665466,95793.50516423467,-152466.54473340168,1688413.9543724982,271461.61247789394,-468425.1609963621,-593.1928836660732,22.760105890688408,37.867178104114885,-551.9439316239317,-32.85605633802811,207.1965241742855,600740.1294605192,-816134.4955584658,698652.7395777684,-1800721.407010776,2218120.434636401,-2073958.1976255253,25912.654594699852,158484.64391186927,-173167.71019999962,-389053.40404040366,-358749.81818181835,2046886.615384615,0.2528899073264721,-0.4059185474694469,0.34317404981447086,1.3167368759410576,0.22089113072719702,-0.14976502597081431,0.3053957938015982,-0.24704362210595654,0.18253373444723875,0.8417330694141332,0.2250345283132167,-0.1395180382318646,,,,-0.10688727604933258,0.05539542424788328,-0.02803787852019364,-0.051481161921196394,-0.009247583018074823,0.033143705169428606,0.07854979783112556,-0.014742088512580354,-0.025670471008091555,0.006767158977482285,0.022848735963490047,-0.01733154305501572,0.0730514811619212,-0.054254488680718194,0.03789618741387231,,,,,,-0.08376029115578955,0.007832986516435738,-0.005434456254128385,0.010582664923500934,-0.01130115549239541,-0.3189815648832043,0.299671389703544,0.0032820721040789057,0.17044976881042456,-0.1730150878060846,0.010201492158554535,0.02756260133309314,-0.02787887353803753,-0.010015395286673771,0.032997057587221525,-0.02559980212713332,,,-0.4415921698879899,0.873589470300631,,,,,0.0009363626726970773,,,,,,-0.017826225221723613,,,,,,,,,,-0.8355411189497369,,,,,,,,,-0.04588133786732984,,,,,,,,,,,,,,,-0.05955099900184405,,,,,,,,-0.01904526341825378,-0.03168722191206077,0.04398606857623251,-0.010865340447334011,,0.016843811925779134,-0.00203173032755026,0.07887123788255596,-0.032516663664204644,0.03415073672308399,,0.10475589983786705,-0.13817532949365746,0.08597675480891234,0.011529454152404972,0.2438076393060316,0.04298837740445617,0.14862186993334534,-0.011307020953323199,0.1710399431558646,0.31417762565303553,-0.44305854916787396,0.22094774061479638,-0.19657118837446708,0.36481043072682945,0.09453721091542744,-0.09833063111751637,0.010582664923500934,0.4832428225820095,,,,0.00552453011469405,-0.0013427087382071306,,3.002462018855505e-05,-0.002279071410904209,,0.01651354110370504,,,,
15,302,391734.0491486068,-284037.0572368421,502809.18669354834,1903830.9594414013,-1154307.3612058852,1585572.2747503784,-248.5170853057026,513.4305102726341,-412.22107224814556,-81.63383801796579,722.672631121414,-415.209531892085,426720.4067967371,133924.23926336924,-74254.50563430833,-510080.63486842066,-539336.933881579,382194.2441532258,-4791882.778041262,4541972.262767796,26292.538532851264,-3077248.1025641025,2630673.8333333335,4565328.06,0.10635930615001787,0.36142922640318775,-0.42832239898586466,1.1197755417956659,-0.20690789473684212,0.060685483870967616,0.09659924639846684,0.10499890327667272,-0.1462106009001639,0.7623839009287927,-0.34473684210526323,0.31290322580645147,,,,-0.09907120743034055,0.14539473684210524,-0.11249999999999999,0.1584752321981424,-0.03421052631578947,-0.0370967741935484,0.044891640866873084,-0.037171052631578966,0.1284274193548387,-0.005417956656346756,-0.08980263157894737,0.05181451612903225,-0.0952012383900929,0.015789473684210527,-0.030645161290322576,0.002902476780185758,,,-0.05224458204334365,0.012171052631578947,0.005443548387096774,,,,0.17356811145510842,0.019078947368420973,-0.01653225806451608,-0.11958204334365324,-0.022697368421052626,0.016330645161290326,0.011609907120743033,-0.013815789473684208,-0.008467741935483872,-0.008900928792569662,-0.0006578947368421038,0.007661290322580644,,,0.6729838709677418,0.06714396284829721,,,,,,,,,,,0.005846774193548386,,,,,,,,,-0.0022177419354838714,0.25793343653250767,,,,,,,,,-0.09713622291021672,,,,,,,,-0.8147177419354839,,,,,,,,,,,,,,,0.06108870967741936,,,-0.05241935483870967,,0.06414473684210527,-0.08770161290322581,0.0876547987616099,-0.06118421052631579,0.12782258064516128,,0.18486842105263157,-0.1971774193548387,0.0781733746130031,0.1707236842105263,0.03407258064516133,0.002902476780185758,0.06217105263157895,-0.056653225806451615,0.05843653250773993,0.3654605263157895,-0.1409274193548387,,-0.033223684210526315,0.2961693548387097,0.2981811145510836,-0.28421052631578947,0.07983870967741935,0.40189628482972134,,,,,,0.016060371517027862,,,,,,,,0.0018145161290322575
16,303,268997.379723018,-38238.72374906909,241677.05553631508,1598200.5693074907,-129510.13712809165,593930.3962602317,-633.5945671672551,151.74089994223957,-82.3944266641775,-408.5001405766768,183.18197623877143,109.01886409736312,461745.13653001934,-142770.40158201382,94669.44720342197,-768851.3238180801,136987.08493208978,-282556.8967445083,-536958.7090292014,629790.9406759627,102080.71169187222,-3849131.483333333,2318585.257142857,1145423.1428571427,0.5391050184331974,-0.3678247513428816,0.2734630274497447,1.4242028715271302,0.07174013262881651,-0.39110429447852724,0.3057575194367188,-0.11117673933345606,0.1742410634950543,0.9944739206346516,0.07220114188446414,-0.1781120126657434,,,,-0.13642296543657723,0.08613780630518814,-0.06115179101523849,0.03839438577458343,-0.0440795772899748,0.10612507421333861,0.10358856135473701,-0.046916557324727826,-0.0060854937660795305,0.0184937195938501,0.00851094010425904,-0.04240055412626163,-0.024053701286593322,-0.0036526117947444925,-0.0005194933702750842,,,,0.002763039682674214,0.03138409163445512,-0.038912527211557496,,,,0.086061058091638,-0.24965424305826456,0.26256679200474975,-0.03268184360856373,0.11833752969963475,-0.13514248961013262,-0.020866882511484417,0.025958367317990002,-0.02891846427864635,-0.0176800637363755,0.0003546225043441261,0.014026320997427271,,,0.8292598456362557,0.02010408014510196,,,,,,,,-0.0021027112606372455,,,-0.00823768058579062,,,,,,,,,,0.14118624243554312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007173956065703535,,,-0.021027112606372453,0.10689403827572763,0.049682612858612,-0.06273500890560063,,-0.020993652257172236,0.02367405501682169,,0.13273520337600625,-0.16406095388877895,0.10689403827572763,0.0006028582573850139,0.11134474569562636,0.0201888359635889,0.13025284584559738,-0.0888581040965763,,0.43512181283024215,-0.38647832970512563,0.13579577237977386,-0.1264583850491152,0.5320849000593706,0.20507517841099793,-0.19546792439448207,0.009820898476152778,0.49995762209075656,-0.49675520408525126,,,-0.03975318273697649,,,,,,,,,,
17,304,345900.47534119105,290965.554321397,-191481.61262462696,1815421.9278851876,613332.2928840385,-426540.1051892587,-437.36112313926066,145.18650301398486,-3.519634491070917,-535.5022335932423,38.38033509700176,199.62359307359304,392495.2186755184,-1047724.3242385611,885883.7838193644,-3180074.7788239988,4178127.015859859,-4217670.159585953,43785.82192518003,-1313154.84131615,762168.806823513,-3625.5999999996275,-3642482.828571429,5729598.215805471,0.16483207139527156,-0.09063518953834282,0.08622926026630662,2.1777073732718892,-0.9360632183908049,0.7962151520924623,0.05293679898157733,0.13182468946006554,0.01043867027585954,1.3735820630981923,-0.45767020335985875,0.4422112148345716,,,,-0.14717741935483872,0.16163793103448276,-0.14678986473614022,0.024968982630272918,-0.046474358974358976,0.04788213627992638,0.0997208436724566,-0.03464854111405835,0.059058868355877314,0.028314427507975887,-0.04476127320954906,0.014002667174699945,-0.0058268344558667085,-0.03575375773651636,0.025846192925636627,,,,0.009814781992201347,-0.0029288240495137056,0.002317901822569378,,0.01243368700265252,-0.00895408649266527,-0.07641350584898976,0.03398541114058362,0.0033339683749284976,0.02273130095710741,-0.025088417329796643,0.012923096462818313,0.038860333215171926,-0.03658267020335986,0.002317901822569378,0.00250354484225452,0.01818081343943413,-0.01193878199022036,,,-0.11484727249634852,0.44270648706132576,,,,,,,,,,,-0.0034292246142122312,,,,,,,,,,-0.356544665012407,,,,,,,,,-0.09867954626019143,-0.003868258178603007,,,,-0.00298469549755509,-0.0019053527118043246,0.2719938107869142,-0.2595097478884867,,,,,,,,,,-0.37267369727047145,0.014312555260831122,,,,9.52562392836781e-05,,,0.00904934273194894,0.0505804679191776,0.1252763041556145,-0.10357528418111386,0.0963532435306629,-0.0607316534040672,0.01501873372705912,,0.03520114942528736,-0.07007684003302217,0.09174494859978731,-0.026248894783377538,0.20981774306217055,0.04847571783055654,0.3158709106984969,-0.2326792404902521,0.13251063452676357,0.2628757736516357,-0.3277132152155966,,-0.16462201591511938,0.4427510001905125,0.13271003190358027,-0.132736516357206,-0.00596939099511018,0.4740561857497341,,,0.012118929457639135,,,,,,,0.007625994694960211,,,,-0.011716517431891789
18,305,236257.08924129355,318300.1507352941,-109636.91520426783,1302329.163404232,963689.5709325087,-567061.073092225,282.1275090657598,-796.3976387228187,1173.2047310361154,492.55841628959286,-720.5342175066314,1609.6973973204479,-358956.91113586724,-624506.4817651296,474567.27033936745,522819.45878090616,847417.4483623002,-782180.8441843335,-266348.2335945256,-4628357.879728555,4314206.214187945,-2241920.6249209363,-3237309.306451613,7349614.97368421,-0.19201017228492367,0.05194583166754563,-0.18499145327838895,-0.3905284185134934,1.274064171122995,-1.1906675558051383,-0.18205391941675242,0.1235089078731858,-0.13436206539497608,-0.23248812754409776,0.7421457219251337,-0.6381440404324021,-0.0021342152872003617,,,0.09291610131162367,-0.1567513368983957,0.1570089849782395,0.010906641037238096,0.06868315508021389,-0.0006844026393373337,-0.04565241971958392,0.0611631016042781,-0.10318685946932474,-0.029935549525101746,0.027740641711229946,-0.0468201600449249,-0.026100557816975727,0.0020053475935828888,-0.0063175628246525325,-0.009243554952510176,0.0016711229946524062,-0.0025796714867331177,-0.03198496155585708,0.019217914438502674,-0.014898918994805561,-0.0014275214834916332,,,0.09859320820141715,-0.048963903743315496,0.04327530534886981,-0.030340720639228103,0.028743315508021387,-0.037150779166081706,-0.014218679330619629,0.016377005347593586,-0.017285553839674297,-0.011377770239710538,,,,,-0.752965744770462,0.9017507161163878,-0.8887032085561498,,,,,,,,-0.01871796321423187,,,,,,,,,,,,-0.827774008744158,,,,,,,,,-0.084143675561586,-0.049465240641711226,,,,,-0.03198496155585708,0.1883355614973262,-0.18878983574336655,-0.22269806271671944,,,,,,,,,-0.37906113372531286,0.06049465240641711,,,,-0.004123964621648185,-0.023938074777627015,0.022560160427807487,0.07063386213674014,0.05752487562189055,-0.003676470588235295,0.09630773550470308,0.07220526157093321,-0.037098930481283425,0.14700617717253966,,-0.015708556149732614,-0.018829846974589365,0.1500923413236846,-0.08723262032085562,0.21305980626140675,0.0558665008291874,0.29044117647058826,0.012213954794328186,0.22679688677823004,0.18165106951871657,-0.35925873929524077,0.27675071611638774,-0.1901737967914438,0.2029341569563386,0.07882462686567164,-0.08639705882352941,0.004580233047873087,0.3903870797527514,-0.38469251336898397,0.049926295100379055,0.004023443389115031,0.0016711229946524062,-0.00019303664186438255,,,,0.0035476028946178195,0.02088903743315508,,,,
19,306,398348.91695037653,-148864.43737365695,404425.7357356076,1947956.8492963954,-395520.4153407116,827856.010739204,-210.86887582722636,-362.38937567328605,1009.3685322872168,-573.5017994365697,121.98428775483694,318.73288716684294,-951899.235289243,1142738.6451369114,-1303706.7998514255,1753129.4715179075,-2339083.8975089528,2431372.567633262,-697783.6166229993,955143.6191827301,-571861.0021031518,1960203.119658119,-4172205.039215686,3241784.179566563,-0.37817550365424957,0.6665457809090867,-0.5524343505958609,-0.0979255450007539,0.8574452845204936,-0.8750106609808106,-0.052759492522389984,0.18117634553710038,-0.1261561200256648,0.12985183597996963,0.30974930362117004,-0.30746268656716413,,,,-0.07360982152068501,-0.03570234779148429,0.08250177683013504,-0.020439016260743292,-0.025690409868682873,-0.005088841506751929,0.03987016800387272,0.02930362116991647,-0.04865671641791047,0.03873532842892172,0.007369677676084374,-0.036090973702914,0.01544334134863383,0.02471945881416633,0.004847192608386633,-0.004336991802172861,,,0.037572713060178245,-0.03328292877039395,0.01916133617626155,0.008293058432334199,0.0002865101472343812,0.0034968017057569294,-0.2535731574728789,0.21483485873458008,-0.146638237384506,0.21267925306922522,-0.19691205730202946,0.1249182658137882,0.0037656040441555773,0.017715877437325906,-0.02507462686567164,-0.004400479330841448,0.0001432550736171906,0.016673773987206823,,,0.05130063965884862,0.6696942281900499,,,,,,-0.018582006047187107,,,,,-0.018621179815209665,,,,-0.010034997500178559,,,,0.06578591325109431,,-0.8507804998055694,,,,,,-0.06707854200890413,0.0001432550736171906,,0.07092747343443723,,,,,,-0.03716401209437421,0.8458575407879029,-0.8489410092395167,-0.2351697101000722,,,,,,,,,-0.3661603536255347,0.07150019896538003,,,,-0.02554371002132197,-0.07866501599092128,0.09464385196975726,-0.03891968727789623,0.02203017244799975,0.12085953044170314,-0.0522956645344705,0.051373314604512374,-0.012781536012733782,0.12841506751954515,,0.16450457620374054,-0.21115849324804548,0.08752152624018919,0.1310783923597294,0.11719971570717838,0.023518161401169756,0.026502188619180262,0.04733475479744136,0.12249918656603893,0.3546518105849582,-0.2834825870646766,0.0667888801593537,-0.06392359729407084,0.30523098791755504,0.336539453531097,-0.34790290489454834,0.030859985785358923,0.3939916990056266,-0.38968563469956224,0.010959488272921107,,-0.027425387982491046,,,,,,,,-6.34875286685873e-05,0.008643056108237167,-0.006453447050461976
20,307,375204.5136742691,76901.68462912255,77015.66984073195,1717255.7244331553,286379.6637098484,-48414.69285402191,421.9981425634016,-665.0861316840662,1138.3624809410746,719.6092063492064,-469.8142857142857,1164.1232492997199,538942.154450227,349995.65508334944,-773940.4085462936,-737308.1743896315,-661981.9704607697,1029628.8842341583,-959921.7626345186,173103.6292570727,-889503.3057668875,-3181833.83908046,3191244.950191571,1178937.4173441734,-0.03359643454680983,0.16908926031678306,-0.15660314792855368,-1.364864864864865,1.510239314204072,-1.3646052185699764,-0.20186689543462644,0.24003318633252235,-0.21719530292381828,-0.9901939113835024,0.9016787712822955,-0.8008471704506948,,,,0.015482769014367542,-0.05432789617811645,0.08514910199932227,0.00967547473123681,-0.013442076437671147,0.05855642155201629,0.032020496332763965,0.004155256578164068,-0.059352761775669255,-0.0409323821963227,0.008834385045838777,-0.014291765503219242,-0.016246357882045606,0.054780330991784726,-0.07006099627245001,-0.006761780367728322,-0.0037028217644957733,-0.0005591324974584888,-0.1916206168994273,0.0034051672818192647,0.008497119620467638,0.003375866572892596,0.011215620907250864,-0.01818027787190783,0.227479152014468,-0.008131920466722287,0.005481192815994573,-0.013533607957399774,-0.01951422788427194,0.017799051169095224,-0.014538330151713047,0.020728658173592096,-0.02426296170789563,-0.004400683211092132,-0.004000476247172282,0.011225008471704507,,,0.05272788885123687,0.8162061689942731,,,,,0.014266350389698408,,,,-0.012167185773133728,0.0017025836409096324,0.02828702134869536,,,,,,,,0.16910346469817836,,-0.4092735858535115,,,,,,,,,-0.09159047523359791,,,,,,-0.02061689942730835,0.7919514227884272,-0.7954337512707557,-0.09733748618506982,,,,,,,,,-0.40588767205867576,0.026836528158114062,-0.04653507285665876,,,0.04818705523551339,0.024655882648447706,0.053673056316228124,-0.019993222636394442,0.06925550085401387,0.06359090367900941,-0.03848695357505931,0.06385009544860847,-0.041135849505893565,0.1658759742460183,,0.12596737706869865,-0.1455099966113182,0.13682306842158143,0.02686034051672817,0.18259911894273126,0.029388124183663218,0.051970472675318485,0.1267197560149102,,0.3647696154304083,-0.4511521518129447,,-0.21281104893439695,0.33542019654354455,0.12229478549181153,-0.11651387069889273,0.0002456794307014575,0.47094343414046014,,,,0.0024050482200261934,,,,,,,,,,0.007133175194849204
